gene_symbol,14-3-3,actin,autophagosome,centrosome,endo_lysosome,endosome,ER,ER_Golgi,Golgi,HSP70 chaperone,HSP90 chaperone,lysosome,mitochondria,p-body,peroxisome,plasma membrane,proteasome,recycling endosome,ribosome,stress granule
GALK2,1767,6648,5216.5,148,4411,4891,2186.5,3472.5,2916,3576,6147,1739.5,5655,3319,6260,5282.5,6417,4362.5,6860,2141
GALM,4982,3923,920,1110,607,4790,3195,1326,6668,1298,5229,5893.5,2688,2141,6431,3598,7571,3762,6808,6422
GALNS,5661,2587,7030,2148,8161,3878.5,6784,5601,2181,1722,1317,8236,5662,5075,5041,5821.5,1435,3981.5,3404,4565
GALNT1,2316,5692,7406,1037,6728,4066.5,6044.5,8072,8062,1166,1800,3120,2783,1169,5541,1345,2747,6640.5,1334,980
GALNT12,5051,2795,5619,3599,2313,4280.5,6079,7993,6407,2916,6287,3912.5,4568,6302,7298,2481,3742,5623,1958,1351
GALNT2,986,867,6764.5,5259,4385,2261.5,6846,8089,8144.5,540,1094,6566,2159,815,5442,3353,617,8097.5,1558,774
GALNT4,3588,5252,5942.5,2927,3241,4959.5,3871,6959.5,7625,4664.5,2625,4378,3209,3467,1713,1616,4695,419,3928,4650.5
GALNT6,1026,2861,6944,4413,5327,2082.5,5349,8131,8139,1937,6882,3361,4937,1887,6888,707,4548,6726.5,1956,1064
GALNT7,306,1974,7261,1839,3661,1091,6884,8087,8162,1565,1943,5937.5,2027,1276,6678,1865,1472,8142,4288,2040.5
GALT,7236,4917,4283,1488,6781,1915.5,3147,5406.5,1534.5,2022,5313,1715,1762,1465,1195,4164,5504,1836,6387,3127
GAMT,1225,6309,4213,3760,6270,7057,4340,6570,1477,6771,6109,2273,3987,5351.5,3703,2047,4179,5273,5084,5261
GAN,1975,5873,3313,6926,1535.5,5244.5,523,2601,5287,4329,4839,3669,6787,2207,7912,6738.5,6002,6259,4648,5313
GANAB,6033.5,1639.5,6295.5,1209,2182.5,2244,6278,6662,4747,2037,6366.5,7577,7046.5,2003.5,6573.5,2835,6402,3579,4544,3824
GAP43,4001,1482,189.5,6143,6621,7420,364,1302.5,7576,544,164,2326.5,927,3044,3319,7977,242,6662,1078,389
GAPDH,5875,7531,5156,7727,920,6024.5,1158,4585.5,5676,2047,1832,7662,1960,7117,6513,6673,4005,4323,717,488
GAPVD1,7876,1802,500,3408,4255,4531.5,670.5,5246,7810,7163,5477,2935,2680,3051.5,5931,6517,2815,7085.5,744,396
GAR1,1698,1300,3849,6469,64,2558.5,4689,4674.5,2178,744,2770,97,6634,3264,3481,629.5,1273,1524,6895,4421
GAREM1,3849,7364.5,3413,931,2071,7595,2955,5513,6489,5339,4227,2654.5,5549,6538.5,3841,5085.5,6549,2512,4016,5514
GARRE1,8102,6381,1551,475,7436,1407.5,3680,6819.5,4544.5,1148,6664,5089,1912,7917,6174,4825.5,7379,1095,3972,7653
GARS1,4415,2560,6666.5,3203,1328,701.5,7589,2128,900,2690,7289,7060,7660,1268,7250,6879.5,609,6047,1591,3845
GART,2956,7728,3830,6473,6797,908,3644,4692.5,3000,7739,5337,7231,7173,3991.5,3563,7519,779,4865.5,431,1313
GAS1,809,7003,146.5,7358,5934,7365.5,3098,7017.5,3572.5,1062,744,3359.5,2198,4104,22,5596,1311,7087.5,1739,1034
GAS2L3,6915,4445,5481,2651,2095,4996.5,5505,5076,4234.5,2683,2889,3471,1856,6820.5,6840,3181,6934,166,2656,6683
GATA3,1684,4791,3076,3766,4644,6505.5,4864.5,5956,4488.5,4025,2731,7050,3323.5,6218,6999,7235.5,4221,5289,848,6350
GATA4,3568,4630,1910,4520.5,6033,4583.5,4589.5,5886,5480,3396,6681,5112,7294,6252.5,2027,2715,3740,4776.5,4189,1715
GATA6,5507,7584,4630,4734,6916,7075,526.5,3474.5,4739,3085,4164,1498,3327,3276,4490,5112,5058,1675,5702,6148
GATAD1,6847,7299,2111,7976,2344,2392,920,4523,6900,2607,1967,1125,1054,5658,508,904,3357,233,7403,7352
GATAD2A,3759,7144,4868,5462,4657,2666.5,4995,5975,4846.5,6569,1889,3295.5,776,618,6465,216,2291,4012,6561,5721
GATAD2B,368,3046,7403,4373,2254,473.5,5807,3704,624,6802,5181,349,1531,494,7190,2157,3750,2290.5,6826,4704
GATB,7700,2799,7955,1567,1021,419,8046,3869,1227,1273,7904,4230.5,7567,37,8088,1773,2223,7938.5,2580,4850
GATC,785,1336,7857.5,4186,574,4496,8098,4151.5,3185,4131,7898,4262,7935,1391,8004,1462,1782,8023,2897,5904
GATD1,5914,5396,2951,4730,8209,5070,2807.5,3179.5,862,5643,3494,6135,2961,6433,5491,7820,4323,2914,2645,1421
GATD3,5247,481,7787.5,2367,180,124,7204,4766.5,719,4989.5,7515,5356.5,7432,424,7791,1975.5,3173.5,6922,6198,7421
GBA1,6572,477,7511,1628,7982,7922,6550,5726,7195.5,788,953,8158,5329,2682,4426,5839.5,323,6983,149,332.5
GBA2,1539,1726,7447.5,2473,4876,4044,8099,7248,5374.5,3875.5,6885,6250,4573,2615,7161,1787,3570,7082,6131,3285
GBE1,747,6769,3554,1909,7551,5861.5,3507.5,4694,5343,2588,5741,3969,4973,6795,2141,6055.5,5635,4428.5,5067,4785
GBF1,2299.5,4510.5,5660.5,4520.5,5078,4334.5,4861,7595,7483,4174,3733,2311,1789,2279,3234,2423,2692,5845,3135,2108.5
GC20,582,6671,5521,6495,1787,2210.5,1104,4992.5,3141,5647,3949,4449.5,4950,7867,5317,2345.5,3906,4738,2892,7796.5
GCA,6003,5937,1367,6641,6271,5174.5,4731,1630.5,7229,7003,2476,3503,2345,6162.5,1618,6931,7930,2115.5,5501,4232.5
GCAT,1557,2003,7522.5,674,2221,937,7594,4587.5,3378.5,5209,8182,4288.5,7926,517.5,7692,389,2746,7066,3509,3480.5
GCC1,2242,2638,5024.5,5083,3686,2793,1934,7013,8016,7079,5259,1913,3838,1514,1757,448.5,2720,6117,2779,4099
GCC2,251,2933,6152,4966,6389,946,6542,7827,8219,3902,2330,6301,3573,1742,5355,1904,2387,7876,1099,826
GCDH,981,3837,7481.5,1880,1359,1232,8081,3369.5,1093,4001,7694,3346.5,8079,1126,8007,1713,3390,7785,4183,4038
GCFC2,7894,7309,3438.5,1420,5770,7689,1014,3000,5807,7111,4898,3329,3624,1516,2847,4235.5,3817,1753.5,2849,3699
GCHFR,5378,6246,5633,2544,3703,4661,5880,5900,6112.5,4028,5951,4125.5,7129,1940,5477,2290,4489,4900,6605,4636
GCLC,940,7669,1720,7551,6095,173,506,5709,172,2369,1269,2259,2004,7923,145,3682,3723,823,3860,1754.5
GCLM,6464,7149,5724,4981,4943,3900.5,1235,1915.5,3061.5,7754,3012,5005,2567,3182.5,6668,2944,1984,1256,781,3559
GCOM1,6551,7387,4422.5,6895,3416,5268,5586,3613,5742.5,5824,2756,6990.5,4286,1164.5,485,5737,5093.5,3384,3392,2975.5
GCSH,6808,6383,7235,3957,340,80.5,7023,4790,99,5933,7352,4978,7517,754.5,7841,1444.5,2033,5015,4411,5562.5
GDAP1,218,1331,7460,3715,1785,3033.5,7738,6148,5501.5,2226,7989,4072.5,7696,832,8177,1592,2784,7953,3554,6313
GDAP2,1125,2812,7231,1809,8142,8142,3729,2029,2281,422,1105,8196,1801,5311,4013,4328.5,1589,7947,1018,3930
GDE1,7928,3477,8160.5,4125,6641,255,8223,7326,3200.5,5012,6081,7978,3608,2285,5942,4700.5,3586,6842,5881,6759
GDI1,954,2631,2136.5,2428,6659,953,1163,6879,3694,4534,7014,4445.5,5210,7114.5,360,4074,5757,8240,5194,2335
GDI2,3265,6205,67.5,7534,3356,1574.5,296,6541,238,2711,567,6321,214,7822,384,3450,3399,8245,2968,1941.5
GDPD1,7127,945,7265,2075,527,142,7111.5,7569,4215,881,5909,5837,6337,3492,4101,5309,5782,3119,7404,7668.5
GDPGP1,4148,6784,4197.5,4134,6940,3967.5,2121.5,1245.5,1475,3465,6481,1902,5458,6947,5099,5158.5,2796,4819,4023,2723
GEMIN2,5564.5,5708.5,4490,5449.5,1757,4031,4565.5,2564,4843,6115,2754,3046,2483.5,6826,1427.5,5944,2891,1852,7142,7853
GEMIN4,965,4978,4773,5199,1115,3522,4331,516,7502.5,5991,6056,233,7256,7941,6028,6539,640,2859.5,7974,7947
GEMIN5,299,247,2100.5,6132,1621,3970,3668,99,7445,5027,4654,493,1918,7347.5,6235,6550.5,67,2730,8032,8001
GEMIN6,499,2919,325.5,1713,5231,5475,2738,244,7538,5832,2457,3078.5,1414,5314.5,6814,6678.5,1020,1547,8084,7983.5
GEMIN7,2511,5655,2717.5,6984,1981,7672,2513.5,2100,7522.5,5015,1714,1946.5,5084,3382.5,512,4722,5842,3743,7949,7877
GEMIN8,4342,6715,5404,1466,3243,6191,2890,2612,8113,5637,2395,3914,2967,4048.5,5729,3747.5,3251,588.5,8107,8097
GEN1,4556,6757,1267,6572,4740,5422.5,1192,415,1350,7353,1127,155,454,4725.5,2866,5726,5536,87,7874,6776
GET1,143,602,5046,2739,5966,7329,7028,7673,7171,2090,3765,7652.5,6971,138.5,2883,3324,5095.5,6919.5,6280,7054
GET3,4942,1080,7639.5,486,5052.5,970,8093,7350,2349,6385,6901,8035,6224,2860,6203,5878,6273,8166,477,659
GET4,4370,5494,3031.5,5571,5799,6188,3002,6854,4676,7184,2936,6815,1820,6175,1613,946.5,8157,7644,2351,1116.5
GFER,520,1249,8108,1331,1443,3414.5,5574,4400.5,3431.5,4967,8042,4862,7771,3064.5,5990,2204,6399,5081,3970,7489
GFM1,2394,1955,7353,3238,66,33,7920,3920.5,1675,5173,7569,3212,7691,842,7849,1567.5,1457,7893,4041,5446
GFM2,1929,2843,8120,1305,1257,596,8163,3193.5,103,4366,8233,5058.5,8243,3042,8209,1153.5,2664,8123,4501,6792
GFOD1,6887,2180,620,5935,6880,3087.5,469,3805.5,1725,99,198,3741,803,8056,3547,2194,205,3352.5,3475,1440.5
GFOD2,4706,3605,976,2359,7159,5428.5,406,2315,2551,150,308,2979.5,1854,8078,5313,2507,165,549,4436,3013
GFPT1,4319,1655,1089,8044,2772,3002,4191.5,4659,7461,4528,3540,4085,4249,6608.5,1467,7796,6021,783,6422,4718
GFPT2,4693,2061,1780.5,7897,4949,6442,5533,3832,7993,2658,4222,3138.5,6523,857.5,3655,6291,2838,6754.5,2493,2048
GFUS,7482,620,4462.5,1908,5278,4779.5,4263,4330.5,1853,3393,3574,1851,3851,7179,7039,5038,6920,6214,6031,6833
GGA1,6238,6899,2133,6101,8166,8222,2069,6244,6565,7181,2183,6630.5,4598,3804,4853,2424,4977,3541,906,902
GGA2,776,6696,842.5,3826,8181,8211,496,5554,3381.5,6726,2043,4477,2910,3528,4210,2940.5,3726,8236,1215,1148
GGA3,1650,3069,3165,5817,8226,8031.5,1114,2982,7379.5,7286.5,2897,2019.5,3378,1315,790,4594,6025,6586.5,5635,4646.5
GGACT,3655,2957,3054.5,4059,7120,5801,6513.5,3392,1243,2748,1265,3460,2838,3374.5,2262,4160,3580,5302,3714,7097
GGCT,2942,5777,2051.5,8192,2530,7395,5901,3799,5430,1158,2408,4981.5,1527,5353,1412,6557,7370,6691,5236,5985
GGCX,7912,732,7243.5,304,144,369.5,7081,7725,6765,2993,6869,7414,6903,4815,2763,2238.5,5490,6260.5,1799,6580
GGH,8050,3485,7273.5,2505,7559,1263.5,7176,5963,403,484,1876,7835,5552,7479,5030,7376,358,1216,6559,4687.5
GGPS1,4284,6927,3864,827,4954,5721.5,3723,1248.5,5684.5,1864,5189,3118.5,3101,2854.5,6877,4593,5997,1882,7273,3299
GGT7,7889,1875,7369,166,5719,1717,7089.5,7454,1159,934,3632,5551.5,5709,4007,1208,148,2242,4520,4256,3849.5
GHDC,6961,550,7844,1200,3673,1081,7995,7397,7166.5,649,7141,7449,6892,1085.5,7602,2688.5,985,7324,3184,2948
GHITM,2184,2203,7019,3547,1823,1065.5,7071,3016.5,3080.5,3547,7716,3330,7394,1219,7630,654,3715,4901,4758,6689.5
GID4,3049,764,4782,2299,6435,4257,4923,3601,5287,5590,2207,7269,6229.5,752.5,5860,5438,7804,6864,3735,5674
GID8,6340,7543,4066,4882,7950,996,548,4096,1996.5,7426,1522,693.5,1131,8013,1363,5566,5194,3072,5895,7531.5
GIGYF1,7001,3596,5877.5,478,5783,4599.5,4947,7162,2154.5,5889,3240,3165.5,4700,1824,574,3987.5,3243,4926,5840,2447
GIGYF2,5178,737,2045,7683,631,6140.5,6075.5,348,6769.5,5341,3468,2304,4655,4763.5,6063,6217,1696,540,7527,7975.5
GINM1,952,1067,6690.5,3417,6899,7040,6761,7440,7134,1445,2271,8070,3754,4006,2788,3582.5,1071,1946,643,1814.5
GINS1,4492,8110,2288,3719,4232,5363.5,4969,3472.5,469.5,6855,1234,6286,5635,442,2228,5174,7851,2384,6271,6928
GINS2,2375,4683,5681,1170,5592,4451,2354,3866,7968,7973,2757,2165,1144,2286.5,1845,2441,2578,2808,4221,3448
GINS3,6405,6567,5082,4185,1133,6500.5,6017,6041.5,6444,4891,4484,5720,6857,2229,5819,3285.5,2719,2144.5,7181,6530
GINS4,6305,4898,1821,2767,781,5509,3588,7451,491,3582,4930,3141.5,7141,7724.5,4660,2668,7129,5188.5,4802,6658.5
GIPC1,5481,3247,3770.5,3843,1154,5451.5,5022,534,523,1085,3954,4152.5,5340,4720,6504,7773,4610,2863.5,631,803
GIPC3,1250,7415,1341,3233,6998,7498.5,6050,4009,1745.5,3405,3072,2421,5093,4103,6724,5783,7886,1939.5,6370,5317
GIT1,8103,6460,2231,4336,3151,5843,434,406,2905,7419,4899,4550.5,5193,1691,7524,6949.5,6211,312.5,3050,2830
GIT2,7848,7656,3088,1785,5235,3188,1622,674,5168,7694,6108,810.5,3346,4359.5,4385,6762,1376,4537.5,5946.5,1888
GJA1,2717,723,2369,5643,7151,6600,2226,7615,7948,18,8,7318,187,3985.5,3463,7218,135,5973,5,2
GJC1,3403,1028,4948,5853,7387,7930,5106.5,7297,7919,978,1003,7534,5433,1010.5,6733,7750,1067,5694.5,111,128.5
GK,426,1269,7700,4286,956,604.5,7990,5679,1650.5,3381,7910,6201,8104,723,7914,862,2594,7206,6091,7200.5
GK2,3099,5797,7998,4350,2514,4743,5476,2050.5,5363,5822,7628,6178.5,7825,3071,1946.5,1339,3139,4908,5746,6657
GK5,685,5952,7204,431,5211,4365,5861,7135.5,840,4068,7473,5950,6922,318,5601,3718,3356,5807.5,1353,1665
GKAP1,3248,3315,935,6528,6565,5093,4225,577.5,5920,4244,3232,3118.5,2941,3899,5883,3867.5,6794,800,7826,8011.5
GLA,7221,2109,7396.5,506,8070,7620,6059,4667,2250.5,606,1314,8139,4926,5343,5881,6648,356,5324.5,2483,1861
GLB1,5343,653,7716,1273,7860,7964.5,5957.5,3620,7099,535,1024,8157,1332,5543,5868,5138.5,289,7042,314,192
GLB1L2,470,4464,8055,3303,853,2898,6524,7527.5,4738,2777,4644,6654,6767,480,2826,738,4981,5812,2326,2027
GLCCI1,8229,3974,3931.5,4752,5348,4545,2891.5,4981.5,6263,8002,4282,2377.5,4938,2279,3394,2707,4749,5425,6772,5898
GLCE,2465,2157,6701.5,6706,1904,965,6547.5,8224,8140,1815,2638,6423.5,4593,1044,5801,2996,2678,4987,4231,1021.5
GLDC,1100,2035,7609.5,586,1137,203,8221,3158,5978.5,2336,8128,3664,8205,334,8174,1834,3458,8055,3833,5608
GLE1,7036,261,5428,5657.5,2454,2309,7239.5,7765.5,5225,5558,4678,6032,2628,4963,6955,479.5,2011,6614.5,7159,5720
GLG1,3296,1652,5653.5,2760,7706,5678,6839,8028,8102,477,320,7421,2498,4383,5306,3773.5,1135,8096,907,594
GLI3,5334,5986,5929,2036,2458,801.5,3506,6991,4460.5,7996,4103,6000,3429,4381.5,7048,2316.5,4102,6566,3456,2398.5
GLIPR2,2162,696,1006.5,6442,7139,7713,786,63,6327,434,1005,5746,3762,6440.5,3434,6398.5,477,1914.5,144,269
GLMN,4943,3765,869,6807,2984,5157.5,556,390,2177,6534,7128,4703.5,2517,7176,915,7371,2262,3585.5,1516,3922
GLMP,8002,2576,7960,2251,6791,3352,6650,3588,341,486,909,8101,2417,7609,5844,7162,890,3996.5,1188,2149.5
GLO1,2200,6646,2041.5,6586,6745,1153,4707.5,2077,3624,2397,5469,4486,3640,6306,438,2118,5213,4748.5,4998,1440.5
GLOD4,6156,5413,3043,4618,2895,545.5,7223,92,6085,3897.5,7268,1505,7946,4811,6842,5160,2522,1618,4821,1503
GLRX,6339,2992,2411.5,1694,4078,3074.5,6451.5,6645,5318,4767,5892,2917,4070,4651,2692,5187.5,3588,5750,2878.5,4863.5
GLRX2,202,4005,7028,499,1902,746,6037,1041,1926,2744,7946,5245,7899,4765,7218,172,6368,4294,3704,7024
GLRX3,3557,7779,983,7814,5794,3565.5,568,5608,1576,7072,2326,5609,4219,6053,6857,6886,4781,2016,1685,424.5
GLRX5,1303,1285,7867.5,2055,285,133,7992,5890,2069.5,3506,7820,3908,8054,797,7995,1025,2280,6681,5724,7224
GLS,3377.5,2287.5,7701,1921,901,426.5,7437,3687.5,1799,5668.5,7655.5,6488,7763.5,304,7891.5,1358,1629,7553.5,4576,7193.5
GLT8D1,3907,3384,6725.5,3813,7293,6510.5,6553,7956,8017,1524,1199,6701.5,2125,414,238,1338,1345,7173,1851,770
GLT8D2,3651,6892,4521,5354,2534,3175,4671,6147,5115.5,1886,5104,4020.5,4317,4071,1401,2389,4612,3082,2000,5190
GLTP,3740,3958,1943.5,3664,5164,7325,2324,1640,5165.5,5655,3442,2947,4939,6000,400,7251,5212,3864,6765,3705.5
GLUD1,4591,577,7222,1605,483,190,7780,4795,1523,5164,7966,6423.5,7828,759,7824,1267.5,930,6891,4074,6327
GLYR1,6701,7696,4681.5,7825,1191,2873.5,2858.5,2939,1517,5533,3199,1037,581,4328,563,424,1796,2128,6959,6364
GM2A,5211,1842,5783.5,2463,7735,7659.5,4767,6314,974.5,1287,1305,8195,4794,5571,3452,5486,1228,6048,3283,2972
GMCL1,768,2702,5626.5,6051,2694,6601,6392,5164,3614,5289,6220,5716,6655,2061,1393,5033.5,6183,3956,3024,3690
GMDS,7950,6339,3153,260,5869,6548.5,6203.5,1445,479.5,2446,5252,4445.5,5082,3822,3528,6756,7836,1526,2824,4986
GMEB1,4197,6044,4500,8165,1452,6994,3695.5,1572.5,1891,4009,3674,1095,2998,5960.5,841,7752,5914,6814,649,855
GMEB2,2011,2484,3919,5972,5351,1702,2040,2490.5,5892.5,4077,4895,4265,5570,2407,2891,7698,1011,6139.5,5471,4100
GMFB,6832,7507,3145,7810,7062,7822,2298,4710.5,1785.5,1054,1610,6208,4916,7119,4145,7812,3119.5,1338.5,1612,3274.5
GMIP,6758,7458,5897,2145,2101,4555.5,4191.5,3067.5,4871,7275,5899,2263.5,5856,6744.5,2953,3558,7539,236,3275,5587
GMNN,6136,6015,5921.5,4197,5814,3937,2597.5,5813,4198.5,8224,6924,5245,2581.5,6859.5,4830,111,2884,2437.5,4395,6780
GMPPA,3780,7698,579,8123,5504,4459,2005,5938.5,3390,3766,2806.5,1850,1671,6691.5,1213,6775,4497,731,1810,3814.5
GMPPB,3721,2575,1314.5,7887,4822,5184,5899,6027,3768,6622,5932,5481,6443,3545,2451,6084,4165,1949.5,1837,1910
GMPR,4900,5323,5690,2647,6024,4270,6166,5857.5,7306.5,3505,6219,5723.5,6174,555.5,4893,7160.5,6652,5405.5,4171,2611
GMPR2,1654,5511,3735.5,8109,8013,2158.5,3476,4262,4979,2434,1776,5662.5,3845,2136,1222,6095,3467,4600.5,5407,2155
GMPS,5649,7345,2311.5,6973,2688,2960,800.5,2245,3211.5,6901,4212.5,1245,2862,6238.5,7369,6850,3201,6443,1970,1396
GNA11,3807,1803,2806.5,4713,3279.5,3589,1462.5,622,5599,165,83,5046,731,6419.5,3392.5,7891,45,5371.5,911,840
GNA13,2795,1665,1212,6787,4689,7461,242,1986,6660.5,225,185,2608,137,6796.5,3725,6907,309,5081,627,535
GNAI1,6791,322,359,6470,4132,4895,2590.5,3115.5,5928,254,271,6560,808,7057,3001,8092,492,3726,847,786
GNAI2,5522,6986,3205,5867,3584,7301,386,3320,6168.5,215,121,6657.5,112,6439,6610,7964,390,3902.5,339,326
GNAI3,6765,4134,310,7561,4579,5695.5,760.5,1736,3915.5,350,156,6529,262,6396.5,2962,8026,1726,2109,615,565.5
GNAQ,5445,5192,979,5881,7216,3212.5,755,1348,5381,211,168,5587,195,6444,2624,7927,66,5300.5,491,1182.5
GNAS,5036,952,3474,5768,2374,5932,1287,912,4046,583,1178,6474,3293,6792,4800.5,7323,169.5,4065,1427,832
GNAZ,6525,6384,2089.5,8110,5955,608.5,5076,6071.5,5391,6655,3600,1960.5,952,6951,4359,7475,2702,2985,1728,1257
GNB1,7825,3592,3616.5,6386,3810,1551,1896,2506,755,407,496,6044.5,750,8036,5471,8174,1346,1222,983,695.5
GNB1L,5962,3512,3514.5,3979,6758,3729,4416,1546.5,1913,6365,7027,7176,4098,3278,4738,3693,6525,975,1503,2605
GNB2,6976,940,3748,5102,2205,2013.5,2850.5,3465,3705,349,956,6102,700,8050,4685,8018.5,466,2144.5,442,388
GNB4,335,5634.5,4271.5,5392,1723,4124,2946,5495.5,6511,404,1866,5539.5,4152,8086,4960,8066.5,59,2371.5,507,537.5
GNB5,934,5436,1908.5,5631,2865,7771,5215.5,4759,1847,5045,3181,5074,2707,4119.5,5269,4771.5,5540,5271,1354,4438
GNE,75,6916,4795,3139,7101,1333,4054,2288.5,5460.5,6812,4371,5770.5,3372,4863,3024,6858,4481,583.5,6070,2388.5
GNG10,1566,3423,932,1146,7470,1980,4136,4469,3887,5923,2609,2522,1697,3682,4432,7189,4616,469,4448.5,3829.5
GNG12,7831,5375,524,6622,6780,6396,1733,254,3646.5,373,71,6542,1661,7940,4024,8029,1030,1205,2027,1380
GNG2,4126,5100,4130.5,4345,7019,5892,6005.5,2252,3270.5,1058,918,5455,948,1347.5,3479,6130,963,2853,1182.5,1402
GNG4,4135,3223,189.5,6965,3763,6613,1826,1129.5,305,815,1149,6868,3096,878,2988,7715,4551,2283.5,401,547
GNG5,2652,490,186,4377,7396,6474,2309,2292,6982,617,428,5972.5,1305,7942.5,6083,7442,1213,5884.5,44,159.5
GNG7,7554,5840,2998,5579,6672,4120,1990,223,3167.5,636,913,6269,1137,5794,5656,7840.5,281,3458.5,644,3425
GNL1,6789,2430,1956,3762,6611,7018,4156.5,4330.5,610,5711,6535,3286.5,5968,1346,4706,1048,4726,4042,4671,5599
GNL2,1419,8009,1881,7833,686,3456.5,737,4176.5,1197,6541,3159,76,2080,4278.5,894,2153,6707,1598.5,8081,7144.5
GNL3,2432,5371,1741,6669,1707,2252.5,758,2012.5,392,3315,1015,170,4363,4165.5,1243,198.5,7763,586,8045,7829
GNL3L,6598,7997,1032,6540.5,4298,1537,848.5,1901,319,4154,612,1973.5,69,6014.5,774,566,7813,625.5,7849,7138
GNPAT,7061,45,7723.5,104,1839,1219,7335.5,6972,1505,2608,6016,7530,6371,3271.5,8184,2443,5827,6736,6260,7521
GNPDA1,2338,4231,2131.5,5146,2769,1208,2721,5721.5,7304.5,1732,6062,4169,1087,3082.5,6880,6814.5,2220,4181,4365,3325.5
GNPDA2,7639,2049,1719,3528,4955,3951.5,3018,5767,5573,5381.5,5352,4537,5372,6581,3487,4974,8139,1669,5056,5040
GNPNAT1,580,5887,5811,4528,2591,3927.5,5295,1481,6916,2318,6654,1864,3603,6910.5,1443,7191,2428,3825.5,5259,3924.5
GNPTG,7459,5394,7959,834,4497,1526.5,6953,7997,7252.5,4753,6259,5012.5,2148,2344,5112,284,3685,7617,2233,1641
GNS,6327,1520,7431,1915,7924,2549.5,7036,5560,307,694,1156,8094.5,4674,6401,5683,7481,404,5933.5,5226,3158
GOLGA1,507,1926,6185.5,3209,4390,3362.5,6772,8103.5,8136,2144,2900,6973,1945,5246,3278,2370,3598,8208,1137.5,1342
GOLGA2,903,936,4422.5,5769,5202,1746,6476,8151,8235,2000,1478,6018.5,627,403,4497.5,631,3532,7822,4588,3564
GOLGA3,443,1529,5819.5,5284,5464,1855,5188.5,7693,8233,4807,2104,6714,3283,1380,6498,651,3958,8204,1670,1091
GOLGA4,924,2284,4263,3500,7951,1456,4770,7723,8213,6958,5292,3526,2038,782.5,491,1047,6771,8210,877,619
GOLGA5,2295,451,5666.5,6221,6572,1844,6811,8152,8222.5,2386,1028,6718.5,818,135,4478,818,2619,7792,4309,2683
GOLGA7,6159,3936,1651.5,2606,7674,6146.5,383,1180,6062,21,167,7284,511,6296.5,3421,7760,270,1864,107,151.5
GOLGB1,3344,3669.5,6166,5552.5,3485.5,2108,6417,8099,8211,3875.5,3383.5,5386,2670,435.5,1957.5,1496,5755,6728.5,3364,1431
GOLIM4,4253,509,5435,5108,7110,4691.5,6623,8126,8197,1167,344,7375,775,182,3572,4012,562,8125,2658,584
GOLM1,2878,775,3903,2935,7420,7215,6777,8019.5,8109,200,203,7751,657,1524,1381,2179.5,1353,7421.5,804,756
GOLM2,1260,2170,5877.5,4222,4572,4882,6615,8079,8196,2084,2963,6227,5395,1142,2302,3180,3515,7963,2633,1210.5
GOLPH3,2126,1065,7344.5,1697,7016,4791,6505,7955,8218,2194,2651,7028,1678,1584.5,2242,3202.5,1710,8078,1191,664
GOLPH3L,2311,1846,5649,2646,4119,4273,4488,7604.5,8243,5457,5762,1867.5,5672,847.5,5277,2150,5804,7034,1916,1295.5
GOLT1B,5254,2934,2274,2312,1368,3836,5372,8230,4117.5,1974,4145,3225.5,7268,986,3981,955,4911,3628.5,1305,1786
GON4L,3790,5064,5860,6334,6208,6263,446,562,1914.5,6707,4225,799.5,1865,2985,540,136,6561,2012,8109,7901
GON7,1840,5542,2352.5,4808,3480,5562,5801,5913,2156,4229,5581,5230,6334,677,5247.5,5100.5,8091,5321,6016,2958
GOPC,2134.5,2150,4154,4500,2222,6569,821.5,1968.5,8076,7445,3191,4818.5,4128,1208.5,2155,5769,3798,976,6003,4054
GORAB,4031.5,3354,1106,5727,3374,1831,2312.5,7053,1856.5,514,244,1270,102,4817.5,948,2165.5,5559,1492,7088,7034
GORASP1,422,1514,6508,5855,2314,1809,6737,8182,8204,1447,1940,5296.5,2306,1390,1666,1101,2575,8068,3829,2885
GORASP2,354,2408,6372,5876,5160,5606.5,4972.5,8135,8206,2279,2245,6454,418,482,4245,2607,1859,7579.5,1647,986
GOSR1,3887,340,3917,4772.5,7619,7500,6177,8063,8170,892.5,986.5,6949.5,1350,2336.5,2222.5,1657,866,7651,3140,944
GOSR2,1725,325,6056,5525,3351,5011.5,6869,8184,8177,3602,2896,7165,4668,2367.5,4655,595,628,8004,1385,1471
GOT1,5292,5275,1729.5,2512,2300,7693,2346,5346.5,3920,1465,3938,1880.5,6539,7075,901,7912,5322,3108.5,2759,1735.5
GOT2,654,1775,6306,3987,329,60,6374,3110,7682,3980,7553,3859,7590,2370.5,7640,7,2559,7275.5,4486,4203
GPAA1,8031,2227,8024,120,4918,1315,7358,7275,5797.5,4907,6698,5785.5,7338,3638.5,7204,5439,1688,6481,2248,4106
GPALPP1,6891,6298,4313.5,1795,5183,5442,5678,3543,3521.5,7864,4661,3115,834,5984,2103,6316,2358,4094.5,4240,2517.5
GPAM,5471,2083,6181,1044,3240,4615,6990,3834.5,185,3498,8059,3304.5,8124,3579.5,454,2861,6705,4730,5980,5793
GPAT3,1634,5105,7598,263,4515,759,7405.5,7325,4787,1563,6902,6308,4711,2390.5,5957,6151,2948,6985,4146,1337.5
GPAT4,6049,272,7286,121,6619,2604.5,7769,7911.5,2670,4945,6249,7294,6910,4760,1691,448.5,1087,7426,2783,3804
